post_id,user_id,timestamp,likes,shares,comments,label,text
850,229,2023-02-05 09:00:00,20.0,6.0,3.0,Legitimate,Water kiosks now serve clean water in Nairobi.
851,270,2023-02-05 10:00:00,38.0,0.0,,Legitimate,More East African homes now use filtration.
852,286,2023-02-05 11:00:00,25.0,14.0,1.0,Misinformation,Boiled water increases blood acidity.
853,291,2023-02-05 12:00:00,28.0,-2.0,4.0,Legitimate,New WHO guidelines promote water boiling.
854,213,2023-02-05 13:00:00,32.0,6.0,6.0,Legitimate,East African communities adopt water filtration.
855,165,2023-02-05 14:00:00,24.0,4.0,2.0,Legitimate,Experts debate the safety of boiling water.
856,5,2023-02-05 15:00:00,8.0,10.0,7.0,Misinformation,Rainwater is safer than treated tap water.
857,78,2023-02-05 16:00:00,20.0,2.0,3.0,Legitimate,New WHO guidelines promote water boiling.
858,62,2023-02-05 17:00:00,21.0,11.0,2.0,Misinformation,Chlorinated water is a government mind control tactic.
859,132,2023-02-05 18:00:00,31.0,3.0,4.0,Legitimate,More East African homes now use filtration.
860,89,2023-02-05 19:00:00,26.0,6.0,1.0,Legitimate,Local programs claim sanitation success.
861,237,2023-02-05 20:00:00,28.0,4.0,4.0,Legitimate,Safe sanitation is key to public health.
862,42,2023-02-05 21:00:00,30.0,5.0,2.0,Legitimate,NGOs distribute water purification tablets.
863,89,2023-02-05 22:00:00,30.0,3.0,0.0,Legitimate,Local programs claim sanitation success.
864,296,2023-02-05 23:00:00,26.0,6.0,1.0,Legitimate,New WHO guidelines promote water boiling.
865,295,2023-02-06 00:00:00,31.0,2.0,8.0,Legitimate,East African communities adopt water filtration.
866,104,2023-02-06 01:00:00,18.0,14.0,0.0,Misinformation,Drinking bottled water causes kidney failure.
867,14,2023-02-06 02:00:00,23.0,2.0,,Legitimate,Experts debate the safety of boiling water.
868,288,2023-02-06 03:00:00,,-1.0,6.0,Legitimate,Studies show water quality impacts health.
869,179,2023-02-06 04:00:00,22.0,7.0,2.0,Legitimate,
870,125,2023-02-06 05:00:00,35.0,,1.0,Legitimate,Safe sanitation is key to public health.
871,23,2023-02-06 06:00:00,39.0,0.0,-1.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
872,63,2023-02-06 07:00:00,24.0,4.0,2.0,Legitimate,Studies show water quality impacts health.
873,143,2023-02-06 08:00:00,25.0,15.0,3.0,Misinformation,Boiled water increases blood acidity.
874,153,2023-02-06 09:00:00,30.0,9.0,2.0,Legitimate,NGOs distribute water purification tablets.
875,145,2023-02-06 10:00:00,26.0,,4.0,Legitimate,Solar disinfection of water proves effective.
876,225,2023-02-06 11:00:00,31.0,1.0,7.0,Legitimate,Local programs claim sanitation success.
877,104,2023-02-06 12:00:00,29.0,12.0,2.0,Legitimate,New WHO guidelines promote water boiling.
878,104,2023-02-06 13:00:00,42.0,6.0,,Legitimate,Sanitation drives are working in rural areas.
879,39,2023-02-06 14:00:00,27.0,2.0,7.0,Legitimate,Mobile apps now report safe borehole locations.
880,198,2023-02-06 15:00:00,36.0,6.0,5.0,Legitimate,Mobile apps now report safe borehole locations.
881,134,2023-02-06 16:00:00,27.0,8.0,3.0,Legitimate,Mobile apps now report safe borehole locations.
882,67,2023-02-06 17:00:00,21.0,15.0,3.0,Misinformation,Government hides real dangers of hand sanitizers.
883,179,2023-02-06 18:00:00,32.0,4.0,5.0,Legitimate,East African communities adopt water filtration.
884,42,2023-02-06 19:00:00,32.0,8.0,-1.0,Legitimate,More East African homes now use filtration.
885,15,2023-02-06 20:00:00,32.0,2.0,3.0,Legitimate,Mobile apps now report safe borehole locations.
886,111,2023-02-06 21:00:00,26.0,3.0,5.0,Legitimate,Clean water access has improved in rural Kenya.
887,157,2023-02-06 22:00:00,31.0,7.0,3.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
888,289,2023-02-06 23:00:00,21.0,,1.0,Legitimate,Experts debate the safety of boiling water.
889,231,2023-02-07 00:00:00,15.0,17.0,1.0,Misinformation,Natural spring water prevents COVID-19.
890,157,2023-02-07 01:00:00,20.0,4.0,3.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
891,38,2023-02-07 02:00:00,35.0,1.0,1.0,Legitimate,New WHO guidelines promote water boiling.
892,97,2023-02-07 03:00:00,33.0,1.0,3.0,Legitimate,Mobile apps now report safe borehole locations.
893,289,2023-02-07 04:00:00,36.0,1.0,4.0,Legitimate,New WHO guidelines promote water boiling.
894,254,2023-02-07 05:00:00,33.0,4.0,5.0,Legitimate,More East African homes now use filtration.
895,196,2023-02-07 06:00:00,29.0,6.0,0.0,Legitimate,NGOs distribute water purification tablets.
896,86,2023-02-07 07:00:00,28.0,6.0,,Legitimate,Local programs claim sanitation success.
897,10,2023-02-07 08:00:00,27.0,2.0,,Legitimate,More East African homes now use filtration.
898,5,2023-02-07 09:00:00,30.0,3.0,0.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
899,123,2023-02-07 10:00:00,19.0,13.0,4.0,Misinformation,Government hides real dangers of hand sanitizers.
900,118,2023-02-07 11:00:00,22.0,-1.0,4.0,Legitimate,
901,294,2023-02-07 12:00:00,37.0,6.0,6.0,Legitimate,Sanitation drives are working in rural areas.
902,159,2023-02-07 13:00:00,25.0,10.0,1.0,Misinformation,Studies show water quality impacts health.
903,228,2023-02-07 14:00:00,21.0,15.0,2.0,Misinformation,Western NGOs poison wells to reduce population.
904,216,2023-02-07 15:00:00,22.0,13.0,4.0,Misinformation,Filtered water removes essential nutrients.
905,184,2023-02-07 16:00:00,33.0,5.0,4.0,Legitimate,Solar disinfection of water proves effective.
906,15,2023-02-07 17:00:00,29.0,12.0,1.0,Misinformation,Natural spring water prevents COVID-19.
907,157,2023-02-07 18:00:00,35.0,6.0,4.0,Legitimate,
908,136,2023-02-07 19:00:00,25.0,5.0,4.0,Legitimate,Public toilets improve hygiene in Kampala.
909,261,2023-02-07 20:00:00,29.0,0.0,5.0,Legitimate,Local programs claim sanitation success.
910,157,2023-02-07 21:00:00,6.0,11.0,2.0,Misinformation,Face masks cause water contamination when washed.
911,47,2023-02-07 22:00:00,36.0,3.0,10.0,Legitimate,Safe sanitation is key to public health.
912,173,2023-02-07 23:00:00,32.0,5.0,5.0,Legitimate,Clean water access has improved in rural Kenya.
913,130,2023-02-08 00:00:00,33.0,3.0,5.0,Legitimate,Clean water access has improved in rural Kenya.
914,95,2023-02-08 01:00:00,22.0,4.0,3.0,Legitimate,Mobile apps now report safe borehole locations.
915,115,2023-02-08 02:00:00,9.0,13.0,5.0,Misinformation,Government hides real dangers of hand sanitizers.
916,243,2023-02-08 03:00:00,,4.0,3.0,Legitimate,Proper handwashing reduces cholera outbreaks.
917,292,2023-02-08 04:00:00,38.0,2.0,2.0,Legitimate,Solar disinfection of water proves effective.
918,282,2023-02-08 05:00:00,14.0,13.0,3.0,Misinformation,Experts debate the safety of boiling water.
919,299,2023-02-08 06:00:00,26.0,2.0,4.0,Legitimate,
920,283,2023-02-08 07:00:00,25.0,8.0,0.0,Legitimate,Sanitation drives are working in rural areas.
921,69,2023-02-08 08:00:00,14.0,9.0,3.0,Misinformation,Tap water linked to reduced IQ.
922,148,2023-02-08 09:00:00,34.0,11.0,3.0,Misinformation,Rainwater is safer than treated tap water.
923,11,2023-02-08 10:00:00,19.0,10.0,0.0,Misinformation,Drinking bottled water causes kidney failure.
924,254,2023-02-08 11:00:00,21.0,3.0,3.0,Legitimate,NGOs distribute water purification tablets.
925,38,2023-02-08 12:00:00,28.0,4.0,4.0,Legitimate,More East African homes now use filtration.
926,134,2023-02-08 13:00:00,32.0,5.0,5.0,Legitimate,Sanitation drives are working in rural areas.
927,200,2023-02-08 14:00:00,27.0,4.0,4.0,Legitimate,NGOs distribute water purification tablets.
928,23,2023-02-08 15:00:00,27.0,0.0,-1.0,Legitimate,Studies show water quality impacts health.
929,218,2023-02-08 16:00:00,20.0,2.0,0.0,Legitimate,Clean water access has improved in rural Kenya.
930,141,2023-02-08 17:00:00,11.0,15.0,0.0,Misinformation,Vaccines in water are used to track people.
931,104,2023-02-08 18:00:00,,4.0,5.0,Legitimate,Studies show water quality impacts health.
932,210,2023-02-08 19:00:00,28.0,-2.0,1.0,Legitimate,Safe sanitation is key to public health.
933,111,2023-02-08 20:00:00,31.0,3.0,4.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
934,104,2023-02-08 21:00:00,17.0,4.0,0.0,Legitimate,Sanitation drives are working in rural areas.
935,171,2023-02-08 22:00:00,,14.0,4.0,Misinformation,Natural spring water prevents COVID-19.
936,133,2023-02-08 23:00:00,25.0,2.0,2.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
937,293,2023-02-09 00:00:00,25.0,2.0,3.0,Legitimate,
938,127,2023-02-09 01:00:00,22.0,12.0,5.0,Legitimate,Clean water access has improved in rural Kenya.
939,106,2023-02-09 02:00:00,24.0,6.0,4.0,Legitimate,Water kiosks now serve clean water in Nairobi.
940,92,2023-02-09 03:00:00,28.0,3.0,11.0,Legitimate,East African communities adopt water filtration.
941,287,2023-02-09 04:00:00,16.0,13.0,3.0,Misinformation,Using soap daily can cause skin cancer.
942,51,2023-02-09 05:00:00,28.0,,-1.0,Legitimate,Sanitation drives are working in rural areas.
943,29,2023-02-09 06:00:00,35.0,7.0,2.0,Legitimate,Experts debate the safety of boiling water.
944,296,2023-02-09 07:00:00,25.0,6.0,4.0,Legitimate,More East African homes now use filtration.
945,297,2023-02-09 08:00:00,21.0,14.0,1.0,Misinformation,Drinking bottled water causes kidney failure.
946,214,2023-02-09 09:00:00,24.0,7.0,2.0,Misinformation,Soap brands contain microchips for surveillance.
947,267,2023-02-09 10:00:00,35.0,2.0,7.0,Legitimate,Mobile apps now report safe borehole locations.
948,257,2023-02-09 11:00:00,27.0,1.0,4.0,Legitimate,Water kiosks now serve clean water in Nairobi.
949,101,2023-02-09 12:00:00,23.0,15.0,9.0,Misinformation,Drinking bottled water causes kidney failure.
950,110,2023-02-09 13:00:00,14.0,9.0,2.0,Misinformation,Filtered water removes essential nutrients.
951,182,2023-02-09 14:00:00,17.0,15.0,5.0,Misinformation,Using soap daily can cause skin cancer.
952,1,2023-02-09 15:00:00,22.0,11.0,4.0,Misinformation,Filtered water removes essential nutrients.
953,55,2023-02-09 16:00:00,38.0,9.0,2.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
954,149,2023-02-09 17:00:00,,2.0,7.0,Legitimate,NGOs distribute water purification tablets.
955,137,2023-02-09 18:00:00,21.0,10.0,2.0,Misinformation,Using soap daily can cause skin cancer.
956,202,2023-02-09 19:00:00,12.0,8.0,5.0,Misinformation,Soap brands contain microchips for surveillance.
957,117,2023-02-09 20:00:00,35.0,0.0,4.0,Legitimate,Public toilets improve hygiene in Kampala.
958,154,2023-02-09 21:00:00,30.0,8.0,5.0,Legitimate,Safe sanitation is key to public health.
959,291,2023-02-09 22:00:00,13.0,15.0,2.0,Misinformation,Boiled water increases blood acidity.
960,63,2023-02-09 23:00:00,30.0,4.0,3.0,Legitimate,Solar disinfection of water proves effective.
961,244,2023-02-10 00:00:00,15.0,,3.0,Misinformation,Tap water linked to reduced IQ.
962,25,2023-02-10 01:00:00,31.0,,0.0,Legitimate,NGOs distribute water purification tablets.
963,90,2023-02-10 02:00:00,34.0,8.0,5.0,Legitimate,Local programs claim sanitation success.
964,75,2023-02-10 03:00:00,24.0,8.0,5.0,Legitimate,Water kiosks now serve clean water in Nairobi.
965,294,2023-02-10 04:00:00,44.0,8.0,2.0,Legitimate,Sanitation drives are working in rural areas.
966,210,2023-02-10 05:00:00,29.0,8.0,1.0,Legitimate,Safe sanitation is key to public health.
967,17,2023-02-10 06:00:00,23.0,4.0,1.0,Legitimate,Safe sanitation is key to public health.
968,128,2023-02-10 07:00:00,23.0,9.0,3.0,Misinformation,Chlorinated water is a government mind control tactic.
969,251,2023-02-10 08:00:00,16.0,10.0,2.0,Misinformation,Rainwater is safer than treated tap water.
970,179,2023-02-10 09:00:00,28.0,7.0,4.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
971,182,2023-02-10 10:00:00,25.0,4.0,-1.0,Legitimate,
972,152,2023-02-10 11:00:00,32.0,13.0,3.0,Legitimate,Sanitation drives are working in rural areas.
973,25,2023-02-10 12:00:00,36.0,6.0,5.0,Legitimate,East African communities adopt water filtration.
974,180,2023-02-10 13:00:00,27.0,5.0,-1.0,Legitimate,
975,198,2023-02-10 14:00:00,26.0,5.0,2.0,Legitimate,New WHO guidelines promote water boiling.
976,161,2023-02-10 15:00:00,29.0,2.0,3.0,Legitimate,Sanitation drives are working in rural areas.
977,177,2023-02-10 16:00:00,32.0,8.0,1.0,Legitimate,Proper handwashing reduces cholera outbreaks.
978,285,2023-02-10 17:00:00,32.0,7.0,0.0,Legitimate,NGOs distribute water purification tablets.
979,63,2023-02-10 18:00:00,24.0,8.0,0.0,Misinformation,Experts debate the safety of boiling water.
980,150,2023-02-10 19:00:00,34.0,5.0,5.0,Legitimate,Local programs claim sanitation success.
981,154,2023-02-10 20:00:00,12.0,8.0,4.0,Misinformation,Chlorinated water is a government mind control tactic.
982,156,2023-02-10 21:00:00,26.0,11.0,2.0,Misinformation,Experts debate the safety of boiling water.
983,49,2023-02-10 22:00:00,,9.0,2.0,Misinformation,"Sanitizer causes infertility, experts say."
984,84,2023-02-10 23:00:00,,16.0,2.0,Misinformation,"Sanitizer causes infertility, experts say."
985,177,2023-02-11 00:00:00,34.0,10.0,7.0,Legitimate,Experts debate the safety of boiling water.
986,148,2023-02-11 01:00:00,28.0,4.0,1.0,Legitimate,Solar disinfection of water proves effective.
987,118,2023-02-11 02:00:00,34.0,0.0,3.0,Legitimate,New WHO guidelines promote water boiling.
988,63,2023-02-11 03:00:00,,11.0,1.0,Misinformation,Vaccines in water are used to track people.
989,189,2023-02-11 04:00:00,17.0,13.0,7.0,Misinformation,Studies show water quality impacts health.
990,49,2023-02-11 05:00:00,12.0,10.0,5.0,Misinformation,Boiling water damages your organs.
991,257,2023-02-11 06:00:00,24.0,3.0,3.0,Legitimate,Mobile apps now report safe borehole locations.
992,224,2023-02-11 07:00:00,13.0,14.0,6.0,Misinformation,Boiled water increases blood acidity.
993,141,2023-02-11 08:00:00,33.0,2.0,7.0,Legitimate,East African communities adopt water filtration.
994,215,2023-02-11 09:00:00,20.0,2.0,3.0,Legitimate,Water kiosks now serve clean water in Nairobi.
995,211,2023-02-11 10:00:00,25.0,15.0,3.0,Misinformation,Boiling water damages your organs.
996,32,2023-02-11 11:00:00,30.0,5.0,3.0,Legitimate,Water kiosks now serve clean water in Nairobi.
997,158,2023-02-11 12:00:00,27.0,12.0,4.0,Misinformation,"Sanitizer causes infertility, experts say."
998,285,2023-02-11 13:00:00,30.0,1.0,-1.0,Legitimate,
999,286,2023-02-11 14:00:00,33.0,14.0,6.0,Misinformation,Vaccines in water are used to track people.
1000,144,2023-02-11 15:00:00,30.0,8.0,,Legitimate,Proper handwashing reduces cholera outbreaks.
